INSTITUICAO_ENSINO_ALUNO_2020,NOME,FASE_2020,TURMA_2022,PONTO_VIRADA_2020,INDE_2020,PEDRA_2020,DESTAQUE_IEG_2020,DESTAQUE_IDA_2020,DESTAQUE_IPV_2020,IAA_2020,IEG_2020,IPS_2020,IDA_2020,IPP_2020,IPV_2020,IAN_2020
Escola Pública,ALUNO-462,5,B,Não,"7,20",Ágata,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","7,92","8,20","7,50","6,00","8,30","7,60","5,00"
Rede Decisão/União,ALUNO-463,3,L,Não,"8,20",Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","8,75","9,70","5,00","8,00","8,59","7,50","10,00"
Escola Pública,ALUNO-464,4,B,Não,"6,80",Ágata,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","9,58","8,40","7,50","0,00","8,70","7,80","10,00"
,ALUNO-465,,,,,,,,,,,,,,,
Escola Pública,ALUNO-466,6,A,Não,"5,70",Quartzo,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","0,00","6,50","6,25","5,10","7,70","7,70","5,00"
Escola Pública,ALUNO-467,2,M,Não,"6,60",Ágata,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","9,50","7,50","6,88","3,70","7,10","7,58","5,00"
Escola Pública,ALUNO-468,1,N,Não,"7,40",Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","9,50","7,50","5,00","9,00","7,00","7,40","5,00"
Rede Decisão/União,ALUNO-469,3,A,Não,"8,30",Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","8,75","9,10","6,88","8,00","7,80","7,92","10,00"
,ALUNO-470,,,,,,,,,,,,,,,
,ALUNO-471,,,,,,,,,,,,,,,
Escola Pública,ALUNO-472,1,K,Não,"8,20",Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","9,00","8,90","7,50","9,50","7,70","8,11","5,00"
Escola Pública,ALUNO-473,1,E,Não,"7,80",Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","9,50","7,70","6,88","10,00","7,00","7,20","5,00"
Escola Pública,ALUNO-474,1,H,Não,"8,00",Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","9,50","8,30","7,50","9,50","7,20","7,72","5,00"
,ALUNO-475,,,,,,,,,,,,,,,
Escola Pública,ALUNO-476,7,B,Não,"8,10",Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","8,33","9,10","6,25","7,10","7,80","8,00","10,00"
Escola Pública,ALUNO-477,2,L,Não,"5,70",Quartzo,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","9,00","5,90","5,00","2,70","7,50","7,00","5,00"
Escola Pública,ALUNO-478,2,G,Não,"6,50",Ágata,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","9,50","9,30","7,50","2,00","7,20","6,90","5,00"
,ALUNO-479,,,,,,,,,,,,,,,
,ALUNO-480,,,,,,,,,,,,,,,
,ALUNO-481,,,,,,,,,,,,,,,
Escola Pública,ALUNO-482,2,E,Não,"8,30",Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","10,00","9,60","7,50","8,00","9,10","8,20","5,00"
Rede Decisão/União,ALUNO-483,2,E,Não,"8,30",Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","9,50","9,60","5,00","8,00","7,70","8,17","10,00"
FIAP,ALUNO-484,8,A,,"5,70",Quartzo,"Ponto a melhorar em 2021: Melhorar o seu engajamento nas ações de voluntariado,","Ponto a melhorar em 2021: As suas notas na Faculdade,",,"9,58","0,00","3,13","7,80","0,00","0,00","10,00"
,ALUNO-485,,,,,,,,,,,,,,,
Escola Pública,ALUNO-486,2,B,Não,"5,80",Quartzo,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","9,00","9,00","5,00","0,50","6,00","7,50","5,00"
Escola Pública,ALUNO-487,0,G,Não,"8,78",Topázio,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","9,50","10,00","7,50","10,00","7,80","6,50","10,00"
Escola Pública,ALUNO-488,3,R,Não,"6,50",Ágata,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","10,00","4,20","6,88","5,60","7,20","5,60","10,00"
,ALUNO-489,,,,,,,,,,,,,,,
Rede Decisão/União,ALUNO-490,3,B,Não,"8,00",Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","9,58","8,50","6,88","8,60","7,70","8,29","5,00"
Escola Pública,ALUNO-491,1,F,Não,"6,60",Ágata,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","8,50","2,30","7,50","10,00","7,10","6,92","5,00"
Escola Pública,ALUNO-492,7,A,Não,"7,60",Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","6,67","8,10","7,50","5,80","7,70","8,10","10,00"
,ALUNO-493,,,,,,,,,,,,,,,
,ALUNO-494,,,,,,,,,,,,,,,
FIAP,ALUNO-495,8,A,,"8,60",Ametista,"Seu destaque em 2020: O seu bom engajamento nas ações de voluntariado,","Seu destaque em 2020: As suas boas notas na Faculdade,",,"7,92","10,00","7,50","8,40","0,00","0,00","10,00"
Rede Decisão/União,ALUNO-496,3,B,Não,"8,60",Topázio,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","10,00","9,50","7,50","7,60","7,97","8,50","10,00"
,ALUNO-497,,,,,,,,,,,,,,,
,ALUNO-498,,,,,,,,,,,,,,,
Rede Decisão/União,ALUNO-499,1,B,Não,"8,30",Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","9,50","8,70","10,00","9,00","7,10","8,00","5,00"
Escola Pública,ALUNO-500,6,A,Não,"7,70",Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","9,17","8,50","7,50","4,80","7,97","8,20","10,00"
,ALUNO-501,,,,,,,,,,,,,,,
Escola Pública,ALUNO-502,4,L,Não,"8,10",Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","8,75","8,50","7,50","6,60","8,50","8,30","10,00"
Escola Pública,ALUNO-503,0,B,Não,"7,20",Ágata,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","9,00","10,00","7,50","5,70","2,50","5,90","10,00"
,ALUNO-504,,,,,,,,,,,,,,,
,ALUNO-505,,,,,,,,,,,,,,,
Escola Pública,ALUNO-506,0,A,Não,"8,70",Topázio,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","8,50","10,00","7,50","10,00","7,50","7,10","10,00"
Escola Pública,ALUNO-507,3,E,Não,"8,00",Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","9,58","8,80","5,00","7,60","8,00","7,20","10,00"
,ALUNO-508,,,,,,,,,,,,,,,
Escola Pública,ALUNO-509,7,A,Sim,"8,20",Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","7,92","9,50","7,50","6,30","7,70","8,70","10,00"
,ALUNO-510,,,,,,,,,,,,,,,
,ALUNO-511,,,,,,,,,,,,,,,
Escola Pública,ALUNO-512,3,C,Sim,"8,30",Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","8,75","10,00","4,38","8,30","9,70","9,20","5,00"
Escola Pública,ALUNO-513,1,G,Não,"8,70",Topázio,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","7,40","9,40","7,50","10,00","8,00","7,70","10,00"
,ALUNO-514,,,,,,,,,,,,,,,
Escola Pública,ALUNO-515,5,G,Não,"7,50",Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","6,67","9,10","6,88","6,30","7,97","6,42","10,00"
,ALUNO-516,,,,,,,,,,,,,,,
Escola Pública,ALUNO-517,5,B,Não,"6,90",Ágata,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","9,17","3,10","7,50","6,30","8,30","7,80","10,00"
Rede Decisão/União,ALUNO-518,6,A,Não,"8,30",Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","8,75","9,20","7,50","7,30","7,97","7,90","10,00"
,ALUNO-519,,,,,,,,,,,,,,,
Escola Pública,ALUNO-520,2,N,Sim,"8,17",Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","7,40","9,60","6,25","6,00","8,70","9,06","10,00"
Escola Pública,ALUNO-521,1,E,Não,"8,60",Topázio,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","8,50","8,50","10,00","10,00","8,70","8,60","5,00"
Escola Pública,ALUNO-522,1,A,Não,"7,40",Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","8,50","9,30","7,50","6,50","7,10","7,50","5,00"
,ALUNO-523,,,,,,,,,,,,,,,
Escola Pública,ALUNO-524,0,F,Não,"8,30",Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","9,00","10,00","7,50","9,50","8,00","7,50","5,00"
,ALUNO-525,,,,,,,,,,,,,,,
,ALUNO-526,,,,,,,,,,,,,,,
Rede Decisão/União,ALUNO-527,5,F,Sim,"7,90",Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","9,17","8,50","6,88","6,60","8,91","9,30","5,00"
,ALUNO-528,,,,,,,,,,,,,,,
,ALUNO-529,,,,,,,,,,,,,,,
Escola Pública,ALUNO-530,1,M,Não,"5,00",Quartzo,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","9,00","3,30","7,50","0,00","7,10","7,58","5,00"
Escola Pública,ALUNO-531,4,A,Sim,"7,50",Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","8,33","9,80","7,50","5,00","7,90","8,72","5,00"
,ALUNO-532,,,,,,,,,,,,,,,
Escola Pública,ALUNO-533,2,C,Não,"5,60",Quartzo,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","9,50","6,70","6,88","0,00","7,90","6,80","5,00"
Escola Pública,ALUNO-534,0,H,Não,"8,30",Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","9,00","10,00","6,25","10,00","7,80","7,50","5,00"
Escola Pública,ALUNO-535,1,M,Não,"6,90",Ágata,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","9,00","8,50","5,63","7,50","6,00","7,40","2,50"
,ALUNO-536,,,,,,,,,,,,,,,
,ALUNO-537,,,,,,,,,,,,,,,
,ALUNO-538,,,,,,,,,,,,,,,
,ALUNO-539,,,,,,,,,,,,,,,
Escola Pública,ALUNO-540,1,G,Não,"7,40",Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","8,50","8,10","7,50","7,00","8,00","7,70","5,00"
Escola Pública,ALUNO-541,3,F,Sim,"9,00",Topázio,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","9,17","9,90","6,88","9,60","7,90","8,90","10,00"
,ALUNO-542,,,,,,,,,,,,,,,
,ALUNO-543,,,,,,,,,,,,,,,
Escola Pública,ALUNO-544,2,R,Não,"6,70",Ágata,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","9,50","7,60","3,75","5,50","7,50","7,50","5,00"
Escola Pública,ALUNO-545,1,J,Não,"6,70",Ágata,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","8,50","6,90","7,50","5,00","7,20","7,60","5,00"
Escola Pública,ALUNO-546,5,L,Não,"4,90",Quartzo,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","8,33","5,40","3,13","4,60","5,40","4,80","2,50"
Escola Pública,ALUNO-547,4,L,Não,"7,20",Ágata,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","8,33","6,60","5,00","6,00","8,30","7,90","10,00"
,ALUNO-548,,,,,,,,,,,,,,,
Escola Pública,ALUNO-549,3,M,Não,"4,50",Quartzo,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","7,50","1,70","4,38","0,00","7,97","6,20","10,00"
,ALUNO-550,,,,,,,,,,,,,,,
,ALUNO-551,,,,,,,,,,,,,,,
Escola Pública,ALUNO-552,2,P,Não,"0,70",Quartzo,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","0,00","8,70","6,88","3,00","7,90","7,00","5,00"
,ALUNO-553,,,,,,,,,,,,,,,
,ALUNO-554,,,,,,,,,,,,,,,
Escola Pública,ALUNO-555,1,J,Não,"7,80",Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","8,50","9,50","7,50","7,50","7,50","7,80","5,00"
,ALUNO-556,,,,,,,,,,,,,,,
Escola Pública,ALUNO-557,2,M,Não,"7,70",Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","9,50","8,50","6,25","7,50","8,40","7,90","5,00"
,ALUNO-558,,,,,,,,,,,,,,,
Escola Pública,ALUNO-559,2,H,Não,"5,80",Quartzo,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","8,50","4,30","7,50","4,00","6,50","7,20","5,00"
Escola Pública,ALUNO-560,1,N,Não,"6,80",Ágata,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","8,92","5,30","7,50","7,50","7,00","7,30","5,00"
Escola Pública,ALUNO-561,3,F,Não,"6,00",Quartzo,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","7,50","5,50","7,50","1,10","8,00","6,80","10,00"
